archivo,d1_mean_0,d1_mean_1,d1_mean_2,d1_mean_3,d1_mean_4,d1_mean_5,d1_mean_6,d1_mean_7,d1_mean_8,d1_mean_9,d1_mean_10,d1_mean_11,d1_mean_12,d1_mean_13,d1_mean_14,d1_mean_15,d1_mean_16,d1_mean_17,d1_mean_18,d1_mean_19,d1_std_0,d1_std_1,d1_std_2,d1_std_3,d1_std_4,d1_std_5,d1_std_6,d1_std_7,d1_std_8,d1_std_9,d1_std_10,d1_std_11,d1_std_12,d1_std_13,d1_std_14,d1_std_15,d1_std_16,d1_std_17,d1_std_18,d1_std_19,d2_mean_0,d2_mean_1,d2_mean_2,d2_mean_3,d2_mean_4,d2_mean_5,d2_mean_6,d2_mean_7,d2_mean_8,d2_mean_9,d2_mean_10,d2_mean_11,d2_mean_12,d2_mean_13,d2_mean_14,d2_mean_15,d2_mean_16,d2_mean_17,d2_mean_18,d2_mean_19,d2_std_0,d2_std_1,d2_std_2,d2_std_3,d2_std_4,d2_std_5,d2_std_6,d2_std_7,d2_std_8,d2_std_9,d2_std_10,d2_std_11,d2_std_12,d2_std_13,d2_std_14,d2_std_15,d2_std_16,d2_std_17,d2_std_18,d2_std_19
166_Negative_male_23.wav,1.3457811,0.6274105,-0.42343628,-0.6852583,-0.449149,-0.05097379,0.009273902,-0.16596758,-0.1595935,0.06008653,0.1914872,0.052746568,-0.088886306,-0.020298412,0.15862034,0.099650584,-0.02005759,0.010299327,-0.082180694,0.055936947,20.886164,5.499285,5.2176743,4.89354,4.2764273,2.882104,3.0772855,3.3569698,3.772929,2.6203752,2.2461622,1.7456591,2.15591,1.9745743,2.0506344,1.9277215,1.6490252,1.6536261,1.3430396,1.1985974,-0.27409682,-0.18747082,-0.02882049,-0.053144544,-0.019943904,-0.04643768,-0.055176493,0.017249163,-0.04307102,-0.07569488,-0.01477115,-0.015410618,0.0069220657,-0.0044094813,-0.06264454,-0.015830088,0.015855324,-0.005577854,0.044154745,0.04140258,9.270614,3.3109474,2.3235283,2.786168,2.4565012,1.4911796,1.4348338,1.8131611,1.8656281,1.6087879,1.4442984,1.1189836,1.6001102,1.1275156,1.1736845,1.2195387,0.94486666,0.87913775,0.75883436,0.8859456
167_Negative_female_23.wav,0.16035497,0.1503068,0.051109202,0.051122952,0.043667752,-0.034291226,-0.061322827,-0.0017271659,0.016110621,-0.03998025,-0.06371815,-0.02817882,-0.014660096,-0.043135043,-0.041049905,0.010825528,0.04321077,0.027258245,0.017482162,0.04425287,36.711197,13.016516,8.038706,4.504574,3.994209,2.8814588,3.1757185,3.0392601,1.9199573,1.3865196,0.9646028,1.2624341,0.93207556,1.3205155,1.1327821,1.0142431,1.5477351,1.2142595,1.0820339,0.8275582,0.11169207,0.092270754,0.0073322533,0.014027932,0.025817575,-0.020901395,-0.036250353,0.015598079,0.04435501,0.015467528,-0.00759934,0.0009348256,0.0032028279,-0.012402317,-0.016248805,-0.0010326726,0.005867534,-0.0039008323,-0.0068318937,0.0033715065,17.450865,5.4254303,3.537169,2.3796604,2.129388,1.5216457,2.0350523,1.4306376,1.2711382,0.7440424,0.5319725,0.6794696,0.7211036,0.7092217,0.8135746,0.73217475,0.8129292,0.6872807,0.59482974,0.5621101
168_Negative_male_1.wav,0.106338404,-0.041357737,0.064475656,-0.0037414911,-0.024918837,-0.013128503,0.022855595,-0.052059613,0.059325185,-0.07207983,0.009103972,-0.024027877,-0.013042718,-0.020177405,-0.02001284,-0.022225492,-0.033888932,-0.0042406362,0.004948878,0.020742357,23.262444,6.5184126,4.0984173,3.0009005,2.3658464,1.8786143,2.3137577,2.1417985,1.7201419,1.7531964,1.7580999,1.7233167,2.404877,1.8302925,1.3382865,1.0011514,1.1873156,1.3519883,1.367449,1.3384057,0.057028823,-0.117293574,0.054090384,0.054205615,-0.017811798,-0.023725985,0.007880791,0.0056812693,0.010947148,0.02720776,-0.005505859,-0.024058446,-0.031865083,-0.013136487,0.013341521,0.014718531,0.0112832915,-3.0187533e-05,-0.007342113,0.022015404,11.926267,3.5874262,2.146748,1.7054304,1.4199971,1.0245914,1.2269918,1.1965917,1.066729,0.98524106,1.016728,1.0130414,1.090907,1.0128329,0.8322893,0.68711776,0.76023567,0.8007043,0.7531512,0.8280772
169_Negative_male_41.wav,0.6445321,-0.1206398,-0.37372008,-0.0874584,-0.25395632,0.12878282,-0.05641133,-0.03660155,-0.053013984,-0.09165893,-0.010911847,-0.17978138,-0.06207901,0.08133693,0.14024477,0.02414103,0.011897686,0.10519313,-0.0085704895,-0.0048571997,27.152275,8.1612,5.4386044,3.6641507,4.4267006,2.9486864,3.0393627,3.2208881,2.750634,2.2485657,2.489402,2.6479607,2.267344,2.309334,1.9454075,1.3576746,1.8166379,1.6927402,1.7082326,2.044118,0.20181002,-0.051419523,-0.11989719,0.05349404,-0.012415424,0.046311628,-0.008495652,-0.022914419,0.0319718,0.042772155,0.040328585,0.010393071,-0.02152712,-0.0056814044,0.038169485,-0.010215031,0.000863942,0.022771776,-0.0057614543,-0.0059610223,10.507929,5.4687934,3.3596365,2.4140937,2.2315607,1.8640041,1.6818656,1.7788144,1.5198836,1.5139003,1.2533988,1.1970947,1.1419933,1.2325583,1.1744032,0.8815317,1.0696036,1.0683421,1.1667688,1.4888119
16_Negative_male_52.wav,-0.37490326,-0.26697108,0.03693631,0.03827377,-0.049891923,-0.021075133,0.030476134,0.0008310795,-0.0006581579,0.02684474,0.061978918,0.0357302,0.033648252,0.02922581,0.03285837,0.015008007,0.006705761,0.03970546,0.039193332,0.021243975,27.177662,6.0213194,5.500315,3.426378,2.6690042,2.0269754,2.301707,1.8293388,2.6612709,2.200617,1.7023823,1.873784,1.2738812,1.2762191,1.5696906,1.3601917,1.3012692,1.3117161,1.6501286,1.500253,-0.039800588,-0.0028551612,-0.014154915,0.007293282,0.0038522312,0.0033590896,-0.002719576,-0.012923152,0.01356226,-0.0075483797,0.011809079,-0.00046640122,0.0038092537,-0.011878714,-0.0059958193,0.0020439045,0.00244931,0.0044424008,-0.0045715836,-0.010326648,13.600495,2.7403681,2.9345403,1.74415,1.3913858,1.2655182,1.2944691,1.1397579,1.3853751,1.166859,1.1314585,1.2303962,0.9114831,0.8600381,1.0979707,0.85632545,0.798907,0.98780704,1.1080682,0.9441618
170_Negative_male_24.wav,0.015335208,0.022518728,0.02242208,0.01663075,0.005518103,-0.0039906823,-0.007453619,-0.007994996,-0.011151464,-0.018336475,-0.02450688,-0.02384298,-0.018201761,-0.013934496,-0.012270891,-0.008796591,0.00030227884,0.012732251,0.020573571,0.019997604,27.938395,7.8317895,7.081662,4.004543,5.2196226,3.7204964,2.6145484,2.8421693,3.3747275,1.4684952,1.7147933,1.4547389,1.4948825,1.8303697,1.4952781,2.5242672,1.179446,1.1279438,0.9398686,1.0799831,-0.007113002,0.0039380426,0.02399385,0.021794124,0.0019091881,-0.012498194,-0.0061367378,0.007976774,0.0015770361,-0.021781882,-0.03032519,-0.01427406,0.0056758006,0.006974596,-0.009500624,-0.017239146,-0.0019868843,0.015295678,0.013623014,0.00021886377,15.227822,4.914565,3.8411152,2.5461795,2.4914253,1.765028,1.4610317,1.5589405,2.0771198,0.90660506,0.8360504,1.0667821,1.0947117,1.6112885,1.0989685,1.2258078,0.83252096,0.6924869,0.7733586,0.6510562
171_Negative_male_25.wav,0.034852356,0.36639518,0.33043966,-0.2157849,-0.18545863,0.06778559,0.08537725,-0.016817413,-0.16317897,-0.08265899,0.12035678,0.19288641,0.118490845,-0.07222999,-0.14864227,-0.06383089,0.055519246,0.09703639,-0.04629054,-0.11203577,31.048878,6.0405536,10.567168,5.6525254,4.7568946,2.5556004,2.5505621,2.2447824,1.6709026,1.8273529,2.0719852,1.3097316,1.5573996,1.4018166,1.7170292,1.3787366,1.1512542,2.1196802,1.5685881,1.1826581,-0.0046023387,-0.14454933,-0.15466042,0.009052319,-0.028712805,-0.04201672,0.018313639,-0.0007432345,-0.01010935,-0.026382748,-0.057352565,-0.07359069,-0.06605691,-0.014990285,0.0078905,0.002858082,-0.013613402,-0.020422738,0.048848767,0.07543873,12.065234,3.4269156,3.5616047,3.2986624,2.2532408,1.7744122,1.21518,1.3375056,0.9254136,1.260337,1.3494787,0.8611739,0.7923743,0.8075356,0.92642015,0.84043235,0.744974,1.1969647,0.76220125,0.73432446
172_Negative_male_39.wav,-0.00056889706,-0.00078970846,-0.0007475263,-0.0006791043,-0.0005869673,-0.00047473135,-0.00034655863,-0.00020736628,-6.237471e-05,8.304684e-05,0.00022352638,0.0003540061,0.00046976452,0.00056689046,0.00064211496,0.00069316,0.00071865146,0.0007182656,0.00069266796,0.00064346555,21.765587,6.7681656,5.860485,4.0995193,4.564116,3.2783945,2.7126822,2.5658727,1.7266802,1.9167953,2.2226372,2.6178098,1.6801436,1.5254711,1.6242433,1.3693551,1.2119471,1.2897446,1.1552721,1.1918789,-2.1686445e-05,-3.0173043e-05,-2.8566128e-05,-2.5960062e-05,-2.2427885e-05,-1.813635e-05,-1.3236366e-05,-7.924317e-06,-2.3800515e-06,3.1697268e-06,8.5375905e-06,1.35264645e-05,1.7938586e-05,2.1649234e-05,2.4532996e-05,2.6479966e-05,2.7451557e-05,2.7436052e-05,2.6462396e-05,2.4579163e-05,10.644372,3.9143836,3.3247817,1.9353596,2.211342,1.3816587,1.7393245,1.4363756,0.97364044,0.9770332,1.0968949,1.5383651,1.0138551,0.95987254,0.74215615,0.796312,0.73061854,0.724469,0.6388147,0.6094824
173_Negative_male_38.wav,-3.4890525e-07,2.3260348e-08,1.0176403e-08,2.9075435e-09,0.0,-2.9075435e-09,-8.722631e-09,0.0,0.0,1.4537718e-09,-5.815087e-09,-5.0882014e-09,5.815087e-09,2.9075435e-09,2.9075435e-09,1.4537718e-09,-4.3613153e-09,5.815087e-09,5.815087e-09,-7.268859e-10,22.433367,6.4426208,4.3989058,2.9139323,3.3125565,2.1049545,1.9169368,1.7597066,1.6525319,1.3192956,1.107128,1.1538873,1.1048338,1.5870856,1.210571,1.2158706,1.0147253,1.0536563,1.0964116,1.1787121,-3.0819962e-07,-1.1630174e-08,-5.0882014e-09,-4.3613153e-09,2.6167893e-08,-7.2688593e-09,1.0176403e-08,-4.3613153e-09,-1.4537718e-09,-3.6344294e-10,-2.9075435e-09,-1.4537718e-09,9.086074e-10,-5.815087e-09,7.268859e-10,1.4537718e-09,-3.6344296e-09,-4.3613153e-09,3.6344296e-09,2.9075435e-09,10.48201,3.0559185,2.4622066,1.906654,1.7967029,1.2548482,1.0984536,1.1240103,0.85803264,0.7399731,0.6421533,0.6198096,0.64543194,0.9244061,0.75644433,0.709912,0.61325836,0.77538383,0.7377812,0.78075665
174_Negative_female_28.wav,-0.034809157,-0.028285887,0.0023861653,0.0037943772,-0.0069845933,-0.0019051302,0.0038358492,-0.00680833,-0.0103197815,0.009812724,0.024849165,0.013688537,0.0016228163,0.008623677,0.013920792,0.004644111,0.002249784,0.01323871,0.012778881,-0.0018577604,23.494576,8.437958,6.883492,2.9178247,3.749469,3.3733442,3.0967236,2.526661,2.9651906,1.9007837,1.6247201,2.1013856,1.5868909,1.743081,1.8327254,1.9033366,1.4801525,1.5621237,1.69725,1.6289864,-0.036197294,-0.037391845,-0.013674632,-0.0023302499,0.002219605,0.010837502,0.016828392,0.015683657,0.017036254,0.02347896,0.024006821,0.014173465,0.0010512174,-0.009976497,-0.0160594,-0.012302658,-0.000561066,0.0071583902,0.004671015,0.00029891037,9.985393,3.861575,3.201731,2.101513,1.6651213,1.7564272,1.8599428,1.5083184,2.022913,1.0945045,1.0301677,1.3349403,1.0354725,0.947387,1.3140532,1.2191714,0.9444563,0.92133695,1.054929,1.011009
175_Negative_male_28.wav,0.18727322,0.10023997,-0.09746311,-0.08340454,-0.040109787,-0.035546243,-0.024422543,-0.04219297,-0.04865492,-0.0276558,-0.04242182,-0.045978215,-0.00068006583,0.001698744,-0.040959153,-0.04973105,-0.048384584,-0.04147398,0.010493658,0.034534026,18.752747,5.200384,7.9108305,4.746218,3.3318484,2.1482565,1.8666196,2.475345,2.9039056,1.4770776,1.9319433,2.0069938,1.7382365,1.770363,1.7488474,1.6964979,1.2987045,1.333997,1.1469215,1.3549408,-0.20625722,-0.15290314,0.009545619,-0.0045324666,-0.02149402,0.016011316,0.021613656,0.010050752,0.020122087,0.0154591035,-0.019496063,-0.026417319,-0.006397918,-0.0033381616,-0.003652152,-0.0057298522,-0.015191387,-0.0035585605,0.024475882,0.027345922,8.763559,3.815024,2.8537858,2.917359,1.5247964,1.2009139,1.1439809,1.7197325,1.8020282,0.9568348,1.2222837,1.1465167,0.9847361,1.1402444,0.9543334,1.0330151,0.86067665,0.77550876,0.7917354,0.8798149
176_Negative_female_28.wav,-0.44393593,-0.092908144,0.026524091,-0.063449726,-0.060595375,-0.05450394,0.099313125,0.089240685,-0.055337768,-0.020225424,-0.0489415,-0.023986463,0.0070294277,-0.01106635,-0.026890496,-0.011752801,-0.05743093,-0.029940963,-0.012935704,-0.037708335,30.896006,7.369806,4.6372194,2.9290786,2.5160244,3.0083194,1.6984953,2.552043,2.5940976,2.857511,1.6797636,1.4907227,1.5252764,1.9863985,1.9997377,1.5437297,1.4673643,1.18101,1.7445534,1.5963279,0.03921946,0.027970124,0.044717632,-0.010914254,0.0100917425,0.0018551871,-0.0030731633,0.0036744624,0.006820151,-0.008360097,0.026437288,0.01400122,0.006829242,0.03078596,0.016198467,0.010690968,0.012402774,0.0077043935,0.009328052,-0.007834117,15.379332,2.8405404,2.0382652,1.7960228,1.5977973,1.3092543,1.1677127,1.3563656,1.2322832,1.332646,1.1621797,0.9317356,0.88558924,1.1849024,1.0856931,0.98912716,0.86173284,0.7344906,1.1210562,0.8845342
177_Negative_male_31.wav,0.42064014,0.09700821,0.0091079,0.051465522,-0.0051583755,0.034559783,0.010873586,-0.020048203,0.012991136,0.014555243,-0.010952134,0.017835777,-0.02333663,-0.0016646895,0.0057384036,-0.011787567,-0.0058293575,-0.0025642284,-0.03706492,0.012747806,9.927176,2.6408634,1.0520219,1.9142891,1.5019547,1.0831319,0.7433877,1.1320103,0.99361145,0.58458674,0.77674323,0.9425843,0.674583,0.67059726,0.96614456,0.59674984,0.558103,0.642398,0.83126336,0.62061536,0.020235926,-0.0021507763,0.00933165,0.015111291,0.0033860484,0.0029696953,-0.008173202,-0.017963016,0.0082090385,-0.0014533756,-0.007798716,0.011249462,-0.0076103397,0.0011083845,0.0014521341,-0.009386843,-0.0046541756,0.0044974205,-0.016884882,0.0019065256,4.3079066,1.4729073,0.5945419,0.97195965,0.76881486,0.56610554,0.5435568,0.72875446,0.604966,0.4400169,0.50004476,0.6105363,0.443513,0.45611104,0.52980965,0.37728313,0.39922902,0.49499923,0.5358305,0.31495363
178_Negative_male_24.wav,-0.0011926288,-0.0016801034,-0.0016442267,-0.0015386541,-0.0013369074,-0.0010553314,-0.0007554253,-0.0005152838,-0.00038817138,-0.00037457937,-0.00042652004,-0.00048103795,-0.00050035777,-0.0004924763,-0.00049828476,-0.0005551969,-0.0006624795,-0.00077319937,-0.0008192379,-0.0007539098,35.96082,7.924731,7.496785,4.44823,6.7886505,2.692595,2.985401,3.0602782,3.6239996,1.9925518,2.1309447,2.1026547,1.3275292,2.3954604,1.5344069,1.9015226,1.22662,1.3824708,1.2203729,1.794724,-0.00034537417,-0.00039927836,-0.00017091227,0.000101325735,0.00032057863,0.00043890052,0.00047300517,0.00047739575,0.0004951025,0.000521214,0.0005043295,0.00038462464,0.00014241801,-0.0001769462,-0.00047996794,-0.00067386957,-0.0007162685,-0.0006339543,-0.0004996504,-0.00038347,16.317339,4.8884187,2.9770508,2.577662,3.0073962,1.6715543,1.3601303,1.6258014,2.1058426,1.4217523,1.3741137,1.362622,0.8727947,1.0933076,0.9061159,1.0453165,0.7206919,0.8033361,0.7679171,0.9985697
17_Negative_male_60.wav,0.21044889,-0.19138104,-0.0029584828,0.21680345,-0.25324416,0.10655605,0.02237889,-0.15319918,0.09573943,-0.026456734,-0.010247021,-0.04029987,0.004575384,0.03190721,-0.05300303,0.058322795,-0.053682715,0.024825364,0.06533579,-0.091303855,21.490393,10.410137,6.489662,4.354039,4.7664866,2.8767028,2.5183084,2.6011229,2.829223,2.1060817,1.7140057,1.6845244,1.8960382,1.6278045,1.4655803,1.8686203,1.7292625,1.2196904,1.425269,1.6398495,-0.25663006,0.057213996,0.10508392,-0.14038797,0.08361631,-0.019660585,-0.033311512,0.09939181,-0.015284952,-0.01305961,0.023608018,-0.0022484227,-0.01124374,-0.0073532457,-0.011009119,-0.02511233,0.0038096928,0.0068216086,-0.012893272,0.010217327,9.064611,4.6924605,2.8652453,2.3742785,2.2871952,1.7156111,1.543639,1.4466777,1.5200948,1.2692327,1.0085888,0.89081734,0.9530473,0.85292166,0.8094429,0.9969494,0.99542594,0.8151487,0.77666086,0.93802935
180_Negative_male_25.wav,-4.21902e-07,0.0,-1.757925e-08,0.0,-3.51585e-08,0.0,0.0,4.3948125e-09,0.0,0.0,2.1974063e-09,-8.789625e-09,2.1974063e-09,0.0,8.789625e-09,0.0,6.5922188e-09,8.789625e-09,-1.0987031e-09,0.0,30.322472,7.626857,5.8963265,3.331012,5.4286604,3.009499,3.5844905,1.7123822,2.5306654,1.4713788,1.3970127,1.3571118,1.0624382,1.1780328,1.2709337,1.8307524,0.9112528,1.1724391,0.6683838,1.1807231,-5.0979827e-07,-1.757925e-08,-1.757925e-08,-8.789625e-09,-1.757925e-08,6.5922188e-09,2.6368875e-08,-4.3948125e-09,-5.493516e-09,-2.1974063e-09,-4.3948125e-09,4.3948125e-09,2.1974063e-09,2.1974063e-09,6.5922188e-09,-4.3948125e-09,-4.3948125e-09,-5.493516e-09,2.1974063e-09,-1.6480547e-09,12.543423,3.9361603,3.0495362,1.9780457,2.7171938,1.1732883,1.4958414,0.9990196,1.2097701,0.81802166,0.8329084,1.0297797,0.61280525,0.7138664,0.57737654,0.717002,0.6495565,0.62221575,0.47914052,0.49526003
181_Negative_male_31.wav,0.009722087,0.0053452146,-0.0056978757,-0.0023262685,0.006207092,0.0024913177,-0.009164118,-0.011029063,-0.0011737646,0.0039559477,-0.002526184,-0.0061273905,0.0025990563,0.010352272,0.0054730275,-0.0015997365,0.0011540374,0.006395498,0.0021389516,-0.0070857033,21.376308,6.4416523,4.457627,2.9203827,2.91723,2.2127712,1.7341099,1.5753956,1.7500618,1.1987165,1.1483833,1.4064096,1.0957472,1.2465812,1.3135663,1.3642852,1.3365173,1.3815663,1.0721925,1.0580355,-0.011319328,0.00032316972,0.021211635,0.010216898,-0.015695069,-0.015619075,0.006428201,0.011018668,-0.008489051,-0.017410517,-0.0009453081,0.01312549,0.0047110394,-0.006567435,0.0004313882,0.011866839,0.0067125587,-0.0054495498,-0.0042605796,0.00405533,9.675964,3.1086152,1.8043061,1.8387706,1.388623,1.3315264,0.9497898,0.88766927,0.94727194,0.6815458,0.70380163,0.7052666,0.659827,0.93359405,0.8324838,0.86480796,0.7617021,0.78056365,0.7014398,0.60427326
183_Negative_male_32.wav,-0.8544535,0.4095348,0.28959742,-0.3848613,0.188851,-0.061591364,0.19893047,0.019107033,0.070617385,0.042664677,-0.042983424,0.07548848,0.0038379838,0.104893364,-0.06681844,0.14297548,0.047121726,-0.1305094,0.07448846,0.060897358,15.527661,5.806049,2.7557518,2.8384743,2.932534,2.836745,2.5455592,2.064638,2.5740116,2.2742996,1.590476,1.5470237,1.6657964,1.286619,1.6447096,1.4868509,1.2353251,1.548156,1.2512237,1.3378533,-0.30590427,0.096151434,0.07175935,-0.120497406,0.08991295,-0.055338185,0.044483826,0.0079369005,-0.06116735,-0.011576053,0.03142429,0.051318377,-0.009396667,0.021100508,-0.0048748306,0.014158893,-0.015046076,-0.040674523,0.005482877,0.012226558,9.407882,2.8444862,1.8635001,1.876886,1.5272216,1.7139821,1.4339129,1.1244992,1.3194687,1.0411823,1.0467517,0.9398495,0.98605555,1.0004791,0.8727554,0.9621745,0.91586936,0.9333297,0.89739734,0.9562865
184_Negative_female_19.wav,0.67012346,0.6397959,0.11509314,-0.09284395,-0.06046219,-0.07370697,-0.108463585,-0.07811001,-0.057588737,-0.071399964,-0.059569772,-0.042134058,-0.048758082,-0.03513854,-0.0072854403,-0.024523707,-0.0629165,-0.06250494,-0.035879288,-0.013639904,32.569653,6.1865854,2.7761114,2.403505,1.708847,1.5347962,2.7105477,2.4476833,2.4361148,1.478926,1.3640189,1.8325745,1.4225584,1.9342133,1.0622246,1.5791992,1.899827,1.2257197,1.24157,1.4127321,-0.04596229,-0.031060828,0.018735848,0.025710141,0.016829787,0.023324935,0.023197828,0.009831126,0.008070565,0.0136103835,0.005905249,-0.004502442,-0.004205149,-0.004832702,-0.010731062,-0.011949667,-0.011655387,-0.015711669,-0.016198369,-0.011698721,13.332396,3.1971726,1.4033054,1.4244233,1.0870126,0.95983565,1.3899518,1.4747882,1.2678813,0.79518265,0.86757123,0.9346514,0.70114,0.96525276,0.7305142,0.70583373,0.91795266,0.6145322,0.6838345,0.8928275
185_Negative_male_37.wav,-6.857874e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.262101e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2906942e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0451341e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186_Negative_male_38.wav,-0.0008947269,-0.001308184,-0.0012293975,-0.00068862305,0.00028515595,0.001223021,0.0016471212,0.0014747968,0.00097638293,0.00045073434,3.3717857e-05,-0.00025213615,-0.00042012855,-0.0005325373,-0.00068007794,-0.000851815,-0.0008663858,-0.0005355982,8.009736e-05,0.00064668723,29.888872,12.398389,5.828036,3.773535,3.777675,3.2383335,2.2965484,1.5237709,1.3600156,1.5044731,1.3399885,1.387358,1.0959883,1.3422065,1.2018312,1.1872106,0.7776495,1.2362744,0.8690401,0.7690717,0.001272879,0.0015028116,0.0007824435,-2.2615043e-06,-0.00058965787,-0.00093375874,-0.0010911026,-0.0010783101,-0.0008748319,-0.0005119391,-9.3465074e-05,0.00027330607,0.00052943814,0.00064781803,0.000614485,0.00045887553,0.00027253715,0.00014579971,7.460925e-05,-3.7206417e-05,15.792884,6.863155,3.3886752,2.183895,1.9538144,1.9264818,1.3630122,1.0817186,0.8979237,1.0132356,0.9329944,0.8522431,0.852331,0.8093685,0.781736,0.6490999,0.5234387,0.7500966,0.4844269,0.54067147
187_Negative_male_32.wav,-0.10566638,-0.0018498935,0.024966039,-0.0070078117,-0.028780747,-0.038567446,-0.015629249,-0.01910624,-0.02467064,0.009181448,0.019387648,-0.011106023,0.018387582,0.009717289,0.019485567,0.002826022,-0.024069725,-0.02679508,-0.014779801,0.029965146,19.761993,5.131073,3.037113,2.922039,2.8468034,2.0535116,2.544001,1.7483362,2.540636,1.8232067,1.4163954,1.7122136,1.6274726,1.7006423,1.3732619,1.9377892,1.6372216,1.5028142,1.3179336,1.3315028,-0.15453005,0.035987414,0.025741048,-0.022198498,0.024146562,0.014741427,0.0026579343,0.019647399,0.009649158,0.007896812,0.015664091,0.009218967,0.017963974,-0.015908822,0.004775965,4.6705674e-05,-0.0039853044,-0.0071056765,-0.0005094298,0.009215499,9.676718,3.220303,1.7209073,1.6601392,1.4645053,1.2716911,1.3273504,1.126656,1.422625,1.0570986,0.9307933,1.1485457,1.0409634,1.0260113,0.9513887,1.0954789,1.0560896,0.9513589,0.85601145,0.98516005
189_Negative_male_52.wav,0.056098104,-0.0006294886,-0.0857147,-0.08926483,-0.16589203,-0.11156081,-0.01653208,0.08076999,0.08727165,0.069597475,0.056866072,8.097603e-05,-0.013876634,-0.037832305,-0.026143469,0.042958826,0.02239995,0.017829746,0.011262973,0.04773097,31.426807,5.9491363,4.1486883,4.0885086,5.0368385,4.246936,3.262898,2.0242536,1.8638973,2.849867,2.6401432,1.7618481,1.3672793,1.4815916,1.9134659,1.3277329,1.3088037,1.2409492,1.5132124,1.6051594,-0.28272307,0.069273084,0.00992542,0.0057023913,0.08055803,-0.0052404916,0.018587181,-0.01775429,0.023471083,0.04833713,0.030876873,0.018409384,0.011732246,0.020303085,0.037228167,-0.03901088,-0.0013256981,-0.017691273,0.017656548,-0.0014564038,15.740244,3.8139887,2.9253106,2.3650973,2.3264956,2.2099984,1.9835534,1.353799,1.2127665,1.5122935,1.374228,1.2147783,0.8896149,0.91243726,1.111456,0.80949324,0.8208774,0.91835773,0.79899925,0.9222155
18_Negative_male_35.wav,-0.21046528,0.14109404,-0.028466845,0.030509453,0.079678014,0.05073602,0.033973586,-0.019704837,0.043986745,-0.020843586,0.017444095,-0.041088756,0.03127823,-0.05588598,-0.017919473,-0.0011933803,-0.0014883757,0.017339343,0.010867473,0.012418322,27.143118,5.1468735,4.192197,2.4246857,1.9243864,1.5898961,2.1740587,2.794085,2.1668684,1.619389,1.6784718,1.368097,1.4279672,1.0913296,1.1474804,1.1713533,1.320614,1.2670648,1.0863777,0.8790844,-0.053187765,-0.045552112,-0.049734794,-0.028904498,-0.023892999,-0.034458257,-0.011672634,-0.009485604,-0.006664276,-0.022033636,-0.0024966835,-0.032149125,-0.0024811793,-0.010823375,-0.0007713776,0.01797018,-0.0073122433,0.025069837,0.010208752,0.017087411,12.048393,2.9348338,1.8145303,1.3294884,0.9336428,0.8327511,1.6583294,1.4295856,1.1851636,0.97341025,0.9320136,0.8140895,0.9627356,0.7213207,0.59633476,0.6981427,0.6648546,0.7939493,0.71483797,0.58979577
190_Negative_male_27.wav,0.9984626,0.5719597,-0.018587008,-0.066409566,-0.14657454,0.17274244,-0.18247484,-0.27729174,0.08729477,-0.0123897735,0.0072938986,0.012214144,-0.047865935,0.04007653,-0.02873513,-0.020342277,0.02155922,-0.08933833,-0.016716132,-0.022948759,28.501297,8.343673,6.6248193,4.040822,4.774955,2.7147603,2.5946412,4.3134975,2.0930364,1.8155894,1.7463697,2.0400734,1.3753173,1.9368161,2.1456063,1.6457072,1.3301624,1.805717,1.1142035,1.2476931,-0.44423175,-0.14374986,0.057471395,-0.016614655,0.08453094,-0.061072897,0.029726766,0.012028285,-0.03285479,0.033989303,0.007042778,-0.007939141,-0.010375982,0.011010595,-0.016494937,-0.008400644,0.002317113,0.0008338685,0.00018982573,0.0074218116,14.9601755,4.355658,3.4233432,2.7346368,2.6159291,1.6458684,1.3888247,2.1369333,1.4009445,1.1861886,1.0635955,1.1134553,0.8796615,0.9994552,1.2630161,0.9388149,0.8044071,0.90453774,0.7389776,0.76237726
